房型,入住时间,入住类型,评分,评论,评论时间
繁星城景大床房,于2021年4月入住,商务出差,5,非常好，一栋大楼都是酒店，但前台在一楼的没几家，房间干净卫生，非常大，离海边很近，夏天的话可以去石老人浴场游泳了。,2021年5月14日发布
繁星城景大床房,于2020年8月入住,朋友出游,5,妈耶耶！！这是我最满意的酒店了，好到我都不知道从哪里说起了哈哈哈，那就一点一点说吧！第一酒店位置好，然后那啥，买好吃里楼下就是便利店，出门十来步哈哈哈，丽达我走过去也就走了五分钟，啥玩意也有！海边走过去我也就用了十分钟！第二前台服务特别棒，小姐姐超级有耐心的给我办理完入住！！进到房间第一感觉就是特别干净很整洁，关键还特别大，先说说房间昂！有冰箱，洗衣机，微波炉，电磁炉，洗衣服的话还可以跟前台要洗衣液哦！关键还免费！还有就是这个楼上我基本都住过了哈哈哈！然后因为知道别家锅碗瓢盆使用市都要收钱的，起码50起的！所以我都准备好交钱了，人家跟我说是免费的呦！！！！免费！！太棒了吧！比同楼层我住过得千宿，绿峰，好太多了，强烈推荐来这家！第一二三张是我们屋加我朋友的屋！,2020年9月4日发布
繁星城景大床房,于2021年6月入住,独自旅行,5,便宜，房间很大，能看到海，楼下是卿晨和铭家，吃饭超方便，分公司在附近 选择住这里，不错的选择,2021年11月11日发布
繁星城景大床房,于2022年3月入住,商务出差,5,好的服务，好的环境，很好的印象,2022年6月5日发布
繁星城景大床房,于2022年7月入住,商务出差,5,干净舒适，服务态度好,2022年7月12日发布
天幕云端海景大床房,于2020年9月入住,商务出差,4.2,性价比超高，超级大海景 不过墙体有些发霉，热水器说明不足,2020年9月6日发布
繁星城景大床房,于2022年3月入住,商务出差,5,酒店设施齐全，很干净，服务也不错,2022年3月12日发布
繁星城景大床房,于2021年12月入住,商务出差,5,店家服务很人性化，下次还去，也会推荐朋友去。,2021年12月15日发布
繁星城景大床房,于2022年11月入住,商务出差,5,前台服务好。,2022年11月17日 发布于山东
繁星城景大床房,于2022年6月入住,其他,5,前台好评 环境差评,2022年6月7日发布
繁星城景大床房,于2021年5月入住,独自旅行,5,在青岛的最后一天订的房间，体验相当哇塞，前几天住的公寓都没有洗衣机，没想到曜石这里有啊，必须五星,2021年5月9日发布
繁星城景商务房,于2022年9月入住,商务出差,5,很棒的酒店🏨！,2022年9月28日 发布于山东
童趣温馨城景亲子房,于2021年7月入住,朋友出游,5,前台小姐姐很友好，电话提前告知地点，帮忙升级了海景房，住起来很舒适，推荐,2021年8月6日发布
繁星城景商务房,于2022年8月入住,商务出差,5,不错，性价比贼高,2022年8月20日 发布于山东
繁星城景双床房,于2020年8月入住,家庭亲子,5,适合带孩子出去玩，地理位置很好，周边就餐到海水浴场非常方便,2020年8月17日发布
繁星城景大床房,于2022年3月入住,商务出差,5,很干净，前台也很热情*^_^*,2022年3月3日发布
繁星城景大床房,于2021年7月入住,商务出差,5,性价比超高的公寓，干净卫生，查了好久这区的酒店，他家的价格环境都比较合理的,2021年7月10日发布
繁星城景大床房,于2022年4月入住,朋友出游,5,多次入住了，性价比还不错,2022年7月17日发布
繁星城景大床房,于2021年11月入住,情侣出游,4.5,除了下水反味，其它还可以，洗头膏容易过敏，,2021年12月2日发布
繁星城景大床房,于2022年7月入住,商务出差,5,好评……被子很舒服,2022年7月18日发布
天幕云端海景大床房,于2022年8月入住,家庭亲子,5,窗外的海景很美啊,2022年8月15日 发布于陕西
繁星城景双床房,于2022年7月入住,家庭亲子,5,靠近海滩，房间很大,2022年7月10日发布
loft套房,于2021年3月入住,其他,4.7,总体挺好，就是那个人形雕塑摆件怪吓人的，可以考虑换一换，换个花花草草或者其他艺术品都行，别弄这个就行，感觉不太和谐,2021年3月7日发布
天幕云端海景大床房,于2022年10月入住,商务出差,5,很好很好很好,2022年11月2日 发布于山东
繁星城景双床房,于2022年6月入住,家庭亲子,5,房间还不错 干净好住,2022年8月23日 发布于山东
繁星城景大床房,于2021年3月入住,其他,5,停车很方便，酒店环境很好，前台小姐姐很热情，除了晚上外卖可以让前台送上来，真的超级方便！！这个服务可太水心了,2021年7月28日发布
loft套房,于2021年4月入住,商务出差,5,比较整洁，就是旁边工地施工有些早，有些可能是常住的人家，有点吵。距离商场及政府部门比较近。,2021年4月28日发布
繁星城景双床房,于2021年7月入住,朋友出游,4,温度适宜，床很舒服，洗衣机有霉味没敢用，电梯上楼有点拥堵，其它都不错,2021年7月13日发布
繁星城景大床房,于2021年8月入住,其他,5,非常棒，海景也还行，不过那天天气不太好，比之前同价位民宿好的多,2021年8月3日发布
繁星城景大床房,于2021年3月入住,其他,5,使用了提前入住权益，酒店为此打电话保留一间房，服务很不错，酒店大床确实够大，以后还会光顾的，点赞！！,2021年3月28日发布
繁星城景大床房,于2021年11月入住,情侣出游,5,12-13号的前台小姐姐人很好 酒店很不错,2021年11月14日发布
天幕云端海景大床房,于2020年4月入住,情侣出游,5,住的38楼的海景房，一推开门就能看见一望无际的大海，超赞！坐在飘窗上看海，嗨森~酒店位置很棒~离地铁、海滩都很近，周边商场也不少，吃饭方便~推荐！,2020年5月2日发布
繁星城景大床房,于2022年8月入住,其他,4.7,"不错,干净卫生",2022年9月15日 发布于甘肃
繁星城景大床房,于2022年2月入住,情侣出游,5,性价比高，有的时候会很便宜。,2022年3月4日发布
繁星城景双床房,于2021年5月入住,商务出差,5,每次来青岛出差，都会选择这里，暑假房价最高，淡季的时候还好，适合商务出差旅行。,2021年5月28日发布
loft套房,于2021年8月入住,商务出差,5,连住几天，服务到位，最后一天为了迁就航班特意延后四小时退房,2021年8月12日发布
繁星城景大床房,于2021年11月入住,其他,5,前台态度很棒，免费帮助升房，特别好，推荐！,2021年11月5日发布
loft套房,于2021年12月入住,商务出差,5,房间整洁，位置优越。小跃层很有居家感,2021年12月16日发布
繁星城景大床房,于2022年9月入住,朋友出游,5,非常好的酒店,2022年10月1日 发布于山东
繁星城景大床房,于2020年9月入住,商务出差,5,很不错干净,2020年9月3日发布
繁星城景大床房,于2022年11月入住,代人预订,5,无敌海景。,2022年11月17日 发布于山东
繁星城景双床房,于2022年6月入住,朋友出游,4,不太好找 环境不错,2022年8月30日 发布于陕西
繁星城景大床房,于2020年9月入住,商务出差,1,服务：图片完全是骗人的，定的海景大床房，前台骗我说没有打扫好的房间，都是一样的套路。设施：给的房间完全和图片不一样，就是普通的房间改的，设备很简陋，环境：一大早就有施工的，电钻钻到你怀疑人生。根本睡不好。卫生：房间里有蜜蜂，后来不知道飞哪里去了。差评，也就是看着离会展中心近定的，早知道有连锁酒店就不定这个了，无语。,2020年9月11日发布
天幕云端海景大床房,于2020年9月入住,商务出差,5,美丽的青岛，舒适的环境，便捷的交通。非常喜欢这个酒店，虽然是第一次去青岛但是的确很惊喜感受非常好。 位置：酒店位置在崂山区，位于石老人沙滩浴场只有六分钟步行距离，这个浴场是青岛第一浴场。酒店附近有美食广场和商场解决你吃喝玩乐的问题。在青岛老城区吃个东西不容易，不仅要爬山，还要排队。 酒店：我是一个很爱干净的人，每次出行都会自带床单。这家酒店房间没有异味，床上用品非常干净，沙发和床都很舒服。因为是公寓空间很大（老城区住的一家酒店写的面积和实际不符）。最特色的是景色，虽然只有30多层，但是1-20是双层所以很高，可以看到大海和附近的美景。 服务：前台服务不错，工作人员精神面貌和气质稳稳的。 特点：性价比很高，干净卫生景色不错，吃饭和出行方便，用便宜的价格享受五星级的配套设施。,2020年9月17日发布
繁星城景大床房,于2022年9月入住,其他,5,挺好的挺好的,2022年9月21日 发布于山东
繁星城景大床房,于2021年11月入住,商务出差,5,比较满意哈 🧹卫生： 🍃环境： 🔔服务：,2021年11月5日发布
繁星城景大床房,于2022年7月入住,其他,5,还不错的入住体验,2022年7月3日发布
曜石超级大床房,于2020年9月入住,朋友出游,1,这个酒店真的是。协信中心里面我住过最烂的一家。 刚办好入住上去就发现被子外面大片全是黄的，掀开一看里面黄的更厉害。而且飘窗上都是灰厚厚一层。打电话给前台反应，前台说叫人，半个小时都没有来。我们等太久浪费时间跟前台说准备换一家，订了同楼的千宿，然后她也答应了，正要出门的时候来人了。 进来一东北大妈，笑嘻嘻地说被子这个没事儿就84消毒染的，黄色大片儿里面都有，明显污渍，感情大妈家也是盖黄色渍的被子？台子她说擦擦就行？本来不是应该干干净净？一百年没擦过一样。怪不得当天同楼层只有两间入住，同楼酒店干净的那么多，谁也不傻。 协信中心我住过几家没有一家是像这家那么脏的。我建议老板把打扫卫生的换一下人，不能干别干，来了就推卸责任。一个抱歉都没有。全是灰 而且台子下面墙纸都大片脱落了。经理也来了，然后我们跟经理说就换一间，经理态度挺好的同意了然后说让我们挑一间？显得好像我们找事，就看了隔壁的一间，当时看着被子没什么问题，台子也挺干净的，就同意了。结果经理刚走就发现沙发上大片黄色污渍 类似尿渍 跟前面那个被子是一样的，难不成蓝色沙发也是84染的？怕恶心到大家，我已经打了马赛克。本着不找事儿的原则就没有换垫了个毛巾坐 后面觉得很膈应就干脆不坐了。结果没想到后面更可怕。 出门儿吃完饭回来发现电视是没有信号的全蓝屏，然后床头柜也没有固定台灯，孤零零的一根USB线躺在那插在一个需要自行用充电插头的台灯，射灯全摆设根本打不开，房间里五个插座就有两个是坏的。有一个贴了条子说不能用。 我是看这家被子是写的鸭绒被才定的，因为一般被子都会觉得很沉，睡眠不好，结果发现是那种娃娃填充羽绒棉的。卫浴的帘子脏到没眼看，摆设跟协信中心别家基本上是一样的，但是卫生实在是太差了。 我一般都是给好评，我这么不爱干净的人看了也忍不了，希望各位到了以后先看一下我说的地方，不会瞎说，啥啥都不行，不能忍赶紧退，谁的钱也不是大风刮来的。同楼选择我下次会选择住千宿。不捧不踩你们多住几家就能知道孰优孰劣。保洁素质堪忧，吃哪口饭的就要做到位，每一家的设施都差不多，重要的就是保洁问题，要么就别干，要干就干好，雇人记得过滤一下，招点会做人会说人话的，不然还开什么酒店呀,2020年9月2日发布
